,Guild_Contribution,Character_Level,Weekly_Playtime,Chat_Activity,Days_Inactive,Guild_Rank,PVP_Score,Quest_Completed,Item_Level,User_Level
2274,233.13,94,23.64,134,5,9,999.0,268,378.55,2
2275,478.66,59,36.91,159,0,4,418.76,478,191.41,1
2276,639.02,47,8.17,29,17,4,801.92,288,200.32,1
2277,263.04,81,39.46,136,15,6,673.96,618,351.45,1
2278,249.56,109,12.04,167,2,0,117.05,599,366.33,1
2279,318.37,30,38.58,181,30,0,108.23,312,222.8,0
2280,354.8,25,38.5,183,14,0,211.94,245,147.67,0
2281,253.57,1,19.05,99,5,0,120.28,105,242.53,0
2282,266.23,61,30.84,149,0,4,206.36,584,346.31,1
2283,548.23,1,37.29,78,14,2,86.31,536,346.33,0
2284,488.78,1,23.35,49,18,3,33.37,215,100.0,0
2285,97.69,19,13.03,174,17,0,44.47,161,293.47,0
2286,987.68,97,21.72,316,0,2,999.0,800,293.75,2
2287,288.75,7,14.73,126,20,4,217.69,0,229.01,0
2288,234.25,67,19.85,267,10,6,237.83,523,177.79,1
2289,473.97,43,4.79,92,19,6,110.06,587,100.0,0
2290,896.93,55,51.31,242,8,2,326.3,532,145.49,1
2291,176.35,82,19.04,0,16,0,33.59,330,228.72,0
2292,307.79,37,40.62,59,11,0,232.95,322,100.0,0
2293,734.57,103,37.84,269,11,2,195.64,731,100.0,1
2294,511.83,60,27.73,0,0,0,416.71,338,371.04,0
2295,203.53,17,30.27,60,0,1,346.99,192,123.9,0
2296,349.97,49,32.07,67,21,1,151.15,276,236.19,0
2297,74.89,58,28.14,0,16,0,211.78,138,283.43,0
2298,121.8,8,4.61,248,21,0,183.53,321,269.92,0
2299,193.54,10,13.14,32,10,1,307.15,197,258.02,0
2300,298.73,3,23.1,14,0,2,885.95,180,219.54,1
2301,471.84,37,70.0,326,0,3,501.91,87,146.38,1
2302,532.06,113,70.0,260,0,4,544.83,367,250.67,1
2303,350.12,47,24.49,78,20,4,101.14,327,269.59,0
2304,228.61,58,26.32,151,6,4,718.88,585,180.76,1
2305,77.98,66,19.59,100,20,5,216.19,256,384.58,0
2306,432.79,1,41.59,57,14,0,410.99,415,100.0,0
2307,119.65,35,28.92,209,9,5,372.59,639,281.22,1
2308,116.23,19,14.74,172,13,2,137.4,196,269.44,0
2309,48.41,80,25.07,0,9,8,296.09,107,338.15,0
2310,471.53,94,32.55,182,15,5,974.53,541,378.96,1
2311,164.68,68,41.29,53,1,4,833.45,373,404.26,1
2312,962.11,32,12.47,110,4,1,709.5,330,153.82,1
2313,251.69,93,34.55,237,8,7,313.5,477,283.89,1
2314,512.15,65,44.21,108,0,6,287.4,520,425.79,2
2315,153.04,12,37.68,219,23,2,482.15,242,145.35,0
2316,85.37,48,10.27,186,0,3,201.47,407,134.58,0
2317,521.88,14,35.33,63,23,0,249.88,99,266.2,0
2318,208.78,1,34.23,4,13,2,277.89,446,362.59,0
2319,371.83,73,12.63,179,23,1,112.81,203,335.45,0
2320,739.25,72,22.24,323,0,8,728.59,291,252.73,1
2321,724.69,21,53.12,79,13,4,602.94,387,356.21,1
2322,314.66,85,2.82,208,14,8,53.2,277,394.95,1
2323,433.07,4,41.31,168,24,1,349.27,236,317.68,0
2324,215.69,46,22.49,262,6,4,542.04,406,473.19,1
2325,794.56,66,54.29,170,5,2,832.54,624,340.92,2
2326,300.05,71,43.04,339,8,2,253.55,415,500.0,1
2327,88.27,53,29.79,266,8,2,322.89,346,253.85,0
2328,878.62,18,37.98,288,8,7,575.85,432,301.0,1
2329,658.39,40,16.96,164,26,1,161.28,373,112.23,0
2330,347.28,34,61.68,108,11,5,452.44,446,121.92,0
2331,160.02,66,14.75,40,8,3,288.16,393,227.84,0
2332,443.66,87,67.97,121,6,1,654.55,412,310.48,1
2333,805.89,72,41.43,65,18,6,999.0,303,275.13,1
2334,202.41,37,9.92,129,0,0,283.27,294,100.0,0
2335,366.6,34,24.48,180,0,0,489.57,205,100.0,0
2336,437.76,18,28.12,40,12,0,548.32,564,286.04,1
2337,204.9,4,8.27,11,17,6,89.79,511,221.91,0
2338,119.78,46,11.47,208,20,0,97.65,74,323.64,0
2339,62.38,41,12.83,112,17,2,186.18,11,419.31,0
2340,307.67,111,55.14,107,0,5,683.34,578,500.0,1
2341,209.65,17,30.64,87,13,0,123.64,121,192.85,0
2342,448.37,7,11.84,98,17,0,85.16,486,232.34,0
2343,545.01,72,63.39,107,10,6,206.11,179,379.04,0
2344,987.68,57,9.79,144,9,3,540.91,461,269.51,1
2345,371.79,38,70.0,339,11,1,416.45,561,373.22,1
2346,987.68,110,10.09,106,0,8,279.06,322,500.0,1
2347,72.76,1,6.74,186,14,0,72.87,270,100.0,0
2348,653.26,31,56.3,0,4,0,251.49,237,324.78,1
2349,194.53,13,32.3,26,27,0,333.34,0,155.49,0
2350,738.96,55,33.83,225,7,2,460.23,168,330.83,1
2351,530.47,51,67.08,400,9,6,387.26,613,403.32,1
2352,660.24,47,18.11,233,0,4,406.18,462,177.06,1
2353,717.58,66,36.21,165,9,4,518.34,261,319.08,1
2354,133.3,73,27.48,144,2,0,574.81,454,322.11,1
2355,319.21,34,27.96,137,11,2,257.32,488,181.92,0
2356,484.1,65,25.24,177,2,4,446.59,677,180.75,1
2357,213.69,85,12.67,56,0,3,352.31,231,306.84,0
2358,680.47,88,45.79,160,15,0,512.94,233,232.44,1
2359,426.61,51,39.22,177,13,5,77.17,259,214.76,0
2360,281.64,65,4.63,70,19,0,204.16,439,278.02,0
2361,21.06,24,37.0,0,22,1,135.15,21,320.07,0
2362,197.9,8,39.38,161,20,0,208.63,130,100.0,0
2363,610.46,60,27.61,134,0,0,243.46,240,424.36,1
2364,673.29,84,70.0,229,17,8,203.84,361,106.04,1
2365,272.74,31,11.91,20,15,0,214.01,178,412.82,0
2366,195.23,42,20.94,0,12,0,363.37,289,429.67,0
2367,236.87,81,22.35,56,4,3,161.56,344,371.2,1
2368,281.29,25,35.96,0,0,5,263.52,31,332.91,0
2369,379.54,71,26.48,204,15,2,500.91,596,500.0,1
2370,544.63,26,21.02,315,6,3,391.24,201,401.45,1
2371,416.09,77,34.99,290,0,4,453.8,406,195.16,1
2372,193.32,101,63.29,51,14,6,652.78,392,500.0,1
2373,90.79,46,42.7,212,0,7,315.55,455,258.96,0
2374,472.72,80,32.85,202,0,1,255.64,201,350.12,1
2375,455.1,21,24.92,108,0,3,132.93,173,138.05,0
2376,208.47,35,9.39,22,1,5,83.26,100,127.97,0
2377,431.27,22,28.07,222,20,5,206.21,482,300.58,1
2378,161.23,44,46.63,0,13,0,216.63,524,234.15,0
2379,48.71,47,24.36,173,21,1,342.27,295,435.33,1
2380,281.69,37,24.98,72,14,0,316.91,372,262.26,1
2381,574.66,40,18.3,185,7,7,229.64,378,493.13,1
2382,498.78,58,38.34,94,11,3,793.44,215,342.35,1
2383,356.08,66,23.78,247,18,0,518.03,220,319.05,0
2384,405.53,48,52.58,0,23,1,279.75,40,150.89,0
2385,511.29,39,37.38,151,8,5,537.54,476,500.0,1
2386,110.59,52,31.83,29,13,1,124.45,120,134.77,0
2387,238.61,82,32.33,304,9,5,354.43,538,217.5,1
2388,218.26,27,22.43,196,18,5,334.85,438,127.85,1
2389,662.44,60,10.76,218,7,3,448.09,493,453.73,1
2390,137.43,8,29.91,79,10,3,197.08,42,120.86,0
2391,157.56,27,18.07,153,11,0,489.86,349,100.0,0
2392,399.73,19,9.37,34,11,2,344.44,124,104.82,0
2393,158.27,16,6.43,226,19,0,400.45,299,130.03,0
2394,632.76,28,45.61,164,0,4,375.49,183,317.19,1
2395,132.17,63,17.44,73,0,3,96.78,191,359.25,0
2396,286.4,33,41.65,75,25,4,95.83,401,263.89,0
2397,101.49,40,32.81,46,26,0,199.78,283,409.54,0
2398,200.15,78,69.4,115,12,5,716.06,402,395.64,1
2399,561.8,82,47.47,297,11,4,535.57,425,326.99,1
2400,246.14,31,19.91,43,0,2,385.19,143,197.3,0
2401,420.49,58,13.06,97,8,1,90.7,350,139.8,0
2402,59.67,36,31.5,186,0,1,51.56,426,240.28,0
2403,301.3,7,27.16,97,9,0,68.52,300,243.15,0
2404,567.03,39,40.33,235,16,2,999.0,402,269.82,1
2405,898.65,87,52.18,239,0,9,627.73,435,408.09,1
2406,240.27,57,50.79,202,12,1,241.96,244,413.54,0
2407,146.74,70,51.31,192,15,3,227.8,643,205.05,0
2408,371.76,73,23.65,394,0,10,999.0,800,500.0,2
2409,374.58,50,26.03,68,0,3,369.25,243,244.59,1
2410,987.68,47,23.68,157,7,5,391.91,279,219.77,1
2411,179.19,1,56.78,20,20,6,55.02,332,217.83,0
2412,296.56,71,54.4,234,5,5,784.49,568,288.22,1
2413,635.95,39,9.29,158,9,3,108.78,122,100.0,0
2414,276.05,46,17.11,250,7,2,324.23,298,203.59,1
2415,590.84,103,55.41,69,8,7,289.1,504,500.0,2
2416,694.59,23,16.08,68,21,0,44.16,141,361.0,0
2417,345.99,1,25.19,154,0,3,270.32,153,194.19,0
2418,275.9,57,17.23,25,9,2,493.28,270,259.25,0
2419,357.65,36,31.03,145,0,2,246.37,0,301.46,0
2420,539.03,7,30.27,224,11,5,222.88,269,100.0,0
2421,557.84,21,21.66,90,17,1,384.24,74,348.61,0
2422,260.21,37,65.2,313,17,1,474.57,274,481.34,1
2423,449.76,39,43.22,260,8,3,300.48,349,408.49,1
2424,0.0,79,39.84,165,0,1,48.4,398,288.31,0
2425,671.18,69,0.0,216,8,2,90.23,449,121.96,1
2426,155.28,7,31.62,0,15,0,302.44,0,500.0,0
2427,987.68,51,41.6,381,8,9,999.0,770,500.0,2
2428,554.07,41,45.4,159,25,0,46.39,277,311.22,0
2429,168.27,86,34.85,244,2,4,572.12,499,500.0,1
2430,464.95,37,35.6,0,13,4,166.99,162,222.5,1
2431,781.5,36,22.98,255,6,5,187.49,273,255.49,1
2432,828.41,120,39.4,198,5,7,803.01,688,288.48,2
2433,319.9,52,25.5,106,23,2,665.78,377,152.87,0
2434,532.04,83,31.38,307,1,3,999.0,664,500.0,2
2435,206.34,13,7.0,60,16,0,264.49,224,385.84,0
2436,162.32,1,44.09,269,7,1,88.58,386,500.0,0
2437,94.3,47,6.06,25,23,3,79.1,126,149.2,0
2438,297.9,94,52.3,80,16,1,406.05,408,254.91,1
2439,228.94,20,15.01,197,9,1,445.63,304,329.26,0
2440,256.64,86,70.0,327,11,0,318.87,292,216.89,1
2441,462.06,79,58.34,160,4,6,317.0,441,500.0,1
2442,153.16,82,70.0,230,5,6,210.42,347,254.65,1
2443,914.53,62,11.1,188,1,1,754.65,487,247.78,1
2444,127.96,26,24.16,106,28,2,591.51,342,418.16,0
2445,575.78,41,34.02,241,29,0,443.35,269,202.06,0
2446,316.98,1,15.28,60,15,2,446.17,194,346.03,0
2447,265.24,34,8.77,218,19,2,328.2,241,500.0,0
2448,414.62,20,2.66,178,18,3,151.82,370,357.82,0
2449,118.29,1,33.01,169,7,4,130.96,538,222.43,0
2450,304.32,65,5.92,0,16,4,95.52,454,236.62,0
2451,592.13,86,22.07,169,6,8,952.0,378,389.99,2
2452,705.62,8,29.9,91,15,3,500.34,316,459.54,1
2453,544.56,78,31.35,120,7,2,325.66,255,297.6,0
2454,593.68,70,70.0,252,8,3,610.03,131,237.48,1
2455,416.45,42,25.59,224,1,1,518.91,342,365.41,0
2456,368.91,10,48.22,65,10,1,142.55,326,278.99,0
2457,293.81,60,40.1,388,3,2,465.27,465,500.0,1
2458,39.38,64,37.27,211,14,6,501.89,220,372.36,1
2459,434.42,28,13.98,173,20,5,205.9,380,252.26,0
2460,987.68,56,21.06,354,0,5,676.41,602,500.0,2
2461,414.75,79,33.43,143,7,0,194.03,65,178.8,1
2462,831.27,39,25.09,252,8,6,612.92,420,108.43,1
2463,381.22,52,48.47,59,22,0,349.5,396,187.56,1
2464,680.16,77,22.5,299,0,0,810.18,263,282.85,1
2465,161.14,11,6.49,135,19,3,260.86,0,376.51,0
2466,64.61,24,53.53,204,10,5,176.95,443,267.42,0
2467,100.09,1,54.89,150,10,0,90.24,271,207.54,0
2468,572.53,111,54.22,220,0,3,233.43,466,134.97,1
2469,359.68,66,29.41,15,20,4,327.29,548,211.25,1
2470,688.09,40,26.81,0,0,1,145.4,183,395.31,0
2471,406.04,73,41.38,189,1,5,703.74,639,500.0,2
2472,717.5,99,28.76,164,0,3,330.03,306,347.31,1
2473,658.73,58,39.94,56,0,0,457.49,564,118.75,1
2474,421.26,79,25.56,238,7,3,294.7,568,244.25,1
2475,291.94,61,20.77,20,0,6,463.37,324,342.07,1
2476,419.71,7,14.76,39,20,5,333.49,309,100.0,0
2477,498.89,97,33.99,91,22,2,380.92,659,478.81,1
2478,55.44,34,56.68,72,14,0,474.16,233,236.13,0
2479,401.9,25,15.69,400,8,2,586.96,485,185.41,1
2480,79.34,67,21.15,39,12,3,142.04,84,336.11,0
2481,185.14,70,37.83,230,3,3,805.83,328,100.0,1
2482,425.6,75,55.35,221,0,7,184.63,625,123.47,1
2483,87.88,1,3.67,167,3,2,488.96,343,210.19,0
2484,908.12,57,58.25,200,12,4,464.85,375,201.51,1
2485,435.45,120,29.2,173,3,10,999.0,523,293.82,2
2486,265.11,59,13.01,149,6,7,601.49,613,314.8,1
2487,301.61,56,28.94,167,0,2,318.96,207,208.08,1
2488,473.35,71,37.93,127,8,0,136.74,379,208.49,1
2489,551.78,49,33.1,107,15,0,295.93,182,500.0,0
2490,356.24,94,50.41,106,3,0,447.6,47,120.16,0
2491,380.1,1,34.66,33,0,0,98.23,114,152.96,0
2492,159.97,61,33.79,275,0,7,608.95,745,233.16,1
2493,542.49,37,42.26,0,19,4,179.9,372,116.2,0
2494,323.73,39,46.38,270,17,7,432.15,462,225.68,1
2495,384.51,109,55.0,261,7,0,498.62,351,304.09,1
2496,388.08,69,23.36,175,5,4,356.43,412,308.43,1
2497,247.85,111,42.03,28,3,4,584.11,540,285.64,1
2498,307.5,120,70.0,293,1,1,528.25,607,481.94,2
2499,10.14,49,70.0,97,0,4,219.4,403,460.37,0
2500,527.99,56,44.4,222,10,1,370.88,494,500.0,1
2501,197.86,33,39.2,94,16,1,669.5,625,427.84,1
2502,787.66,83,26.77,167,4,9,717.71,485,147.27,1
2503,976.93,107,70.0,331,0,3,933.7,333,500.0,2
2504,163.85,1,48.9,61,22,1,224.47,41,310.65,0
2505,147.62,10,13.63,149,17,0,80.13,314,273.28,0
2506,674.26,61,29.72,77,3,4,977.25,604,500.0,1
2507,381.32,53,33.23,124,17,0,338.46,187,458.71,0
2508,392.7,17,9.06,105,14,0,817.5,390,427.09,1
2509,453.74,74,58.25,218,6,2,552.18,462,388.19,1
2510,70.61,9,12.83,0,14,6,116.65,328,163.38,0
2511,305.09,53,36.74,351,1,2,461.35,645,299.27,1
2512,333.04,51,18.94,142,0,6,111.68,256,216.46,0
2513,501.91,106,67.3,131,2,4,786.28,368,174.78,1
2514,299.41,79,36.04,213,0,6,318.96,221,500.0,1
2515,54.38,59,40.59,168,2,5,402.7,428,269.47,1
2516,398.59,5,16.11,15,3,0,27.31,145,202.07,0
2517,220.72,67,37.79,309,4,7,631.33,321,359.19,1
2518,108.32,93,33.2,106,20,3,486.78,456,361.67,1
2519,198.21,59,13.93,383,11,1,556.29,530,438.33,1
2520,878.07,59,15.35,55,8,2,144.7,442,311.45,1
2521,312.29,12,48.17,0,10,4,203.6,358,181.27,0
2522,566.71,43,6.05,134,13,0,330.98,587,232.69,0
2523,488.22,35,15.37,79,7,0,178.63,202,126.07,0
2524,575.33,83,70.0,262,8,6,156.25,312,286.36,1
2525,270.79,32,34.82,193,3,1,181.19,297,185.39,0
2526,706.99,1,26.36,62,20,0,66.51,126,337.35,0
2527,948.97,70,53.88,182,4,5,650.88,599,318.45,2
2528,414.0,26,48.89,186,22,5,362.04,389,100.0,0
2529,574.57,77,22.54,268,6,4,779.69,692,326.9,2
2530,441.36,120,24.56,105,5,6,297.24,439,252.67,1
2531,398.11,57,62.49,220,1,6,227.89,186,279.61,1
2532,668.3,24,24.99,55,1,0,520.17,526,275.0,0
2533,261.04,1,31.55,65,19,4,271.56,158,264.98,0
2534,388.14,31,19.43,129,17,3,756.74,349,106.32,1
2535,680.54,60,58.34,102,7,3,56.03,656,192.85,1
2536,274.81,86,42.74,85,23,10,478.19,346,206.23,1
2537,59.49,1,38.4,19,30,2,175.01,465,268.84,0
2538,82.29,72,70.0,173,5,1,585.56,491,261.14,1
2539,202.15,81,36.52,31,3,6,571.81,384,358.1,1
2540,431.47,26,23.04,17,17,0,969.38,476,384.03,1
2541,165.31,34,19.3,37,12,7,458.82,342,133.66,1
2542,131.33,38,27.61,41,4,7,440.21,598,150.29,1
2543,298.23,48,32.63,344,12,6,458.88,622,100.0,1
2544,232.65,92,18.51,107,4,1,545.86,540,492.17,0
2545,987.68,63,67.86,279,10,4,332.93,491,476.18,1
2546,102.85,23,5.79,260,0,3,218.59,352,100.0,0
2547,186.76,17,69.77,51,19,0,168.57,28,324.59,0
2548,489.75,10,20.84,97,14,2,147.03,444,263.81,0
2549,186.96,76,31.06,153,14,0,301.14,671,129.8,0
2550,222.52,60,34.77,45,6,3,185.55,172,376.75,0
2551,340.08,50,8.8,157,2,1,293.25,366,324.7,0
2552,458.82,69,15.81,114,2,6,698.78,312,417.36,1
2553,713.86,17,16.78,286,5,7,414.69,534,136.46,1
2554,179.23,1,24.55,296,9,6,111.99,253,173.86,0
2555,902.63,88,62.38,179,3,3,786.91,424,406.73,2
2556,987.68,45,41.18,222,1,2,692.51,568,360.67,1
2557,346.54,59,65.87,174,10,5,112.12,0,163.67,0
2558,212.88,22,5.87,0,18,0,233.8,429,340.39,0
2559,914.68,76,59.42,24,23,5,433.42,729,332.35,1
2560,493.69,85,51.71,235,13,5,419.73,744,266.56,1
2561,485.45,49,25.41,320,25,7,303.26,507,443.77,1
2562,268.43,50,12.59,0,11,5,258.41,391,123.22,0
2563,129.71,26,45.89,172,13,0,147.46,129,164.99,0
2564,195.38,55,31.15,0,25,3,119.32,17,410.93,0
2565,200.77,51,17.21,42,17,2,202.82,389,222.24,0
2566,94.81,1,22.68,233,25,0,143.0,206,318.17,0
2567,609.11,43,21.34,148,6,4,205.37,153,179.09,0
2568,523.5,35,34.97,133,5,7,646.01,327,350.2,1
2569,355.0,24,5.74,1,14,7,195.17,294,179.39,1
2570,466.92,47,9.02,110,18,4,250.95,125,307.55,0
2571,262.72,56,49.84,89,23,0,540.34,262,373.89,1
2572,515.34,61,37.09,175,13,1,141.67,318,171.47,0
2573,170.67,67,42.72,249,5,5,358.41,478,368.89,1
2574,503.83,1,13.59,128,14,0,403.14,0,236.59,0
2575,81.76,41,29.02,268,13,6,434.44,183,368.73,1
2576,665.21,96,44.66,234,6,4,999.0,736,242.16,2
2577,833.42,24,17.53,51,11,3,303.49,117,234.08,1
2578,116.0,1,26.95,214,18,0,229.87,297,176.39,0
2579,987.68,74,70.0,103,3,5,476.7,81,419.63,1
2580,84.28,29,43.37,81,26,1,272.71,187,333.17,0
2581,555.87,51,43.31,284,6,0,725.28,402,245.9,1
2582,894.19,35,33.54,76,0,2,360.61,263,149.08,1
2583,50.92,20,40.93,182,0,7,307.38,205,223.54,0
2584,277.97,24,41.02,83,15,5,446.73,219,215.5,1
2585,956.34,81,11.7,339,2,1,653.13,174,189.73,1
2586,96.87,45,32.94,184,23,0,421.09,151,326.64,0
2587,753.85,77,29.13,168,0,2,583.01,523,500.0,1
2588,631.34,30,12.57,0,19,6,151.58,196,126.72,0
2589,347.96,80,9.82,250,0,5,340.67,208,274.11,1
2590,387.55,72,48.55,167,5,0,767.27,571,500.0,1
2591,510.46,55,22.36,71,14,2,381.64,562,404.94,1
2592,650.21,30,43.97,39,7,5,561.35,622,475.24,1
2593,142.23,63,35.24,29,18,7,642.07,650,313.2,1
2594,211.34,15,15.37,154,8,2,325.59,391,323.43,0
2595,185.52,35,30.06,265,12,4,737.48,212,210.64,1
2596,340.64,8,38.82,112,24,5,134.61,151,161.98,0
2597,245.5,75,25.8,320,7,3,23.73,470,300.12,1
2598,319.01,6,55.85,122,4,0,252.7,257,260.61,0
2599,177.97,33,55.74,64,9,2,414.97,491,374.69,0
2600,657.71,39,49.7,153,9,5,211.05,406,237.31,1
2601,384.75,30,37.63,158,7,2,132.47,240,187.93,0
2602,123.61,62,19.87,225,1,1,469.6,138,380.62,1
2603,205.33,10,8.35,77,3,1,278.06,208,218.64,0
2604,412.9,61,17.39,201,27,2,101.43,134,294.44,0
2605,529.34,48,37.55,142,5,5,689.68,200,500.0,1
2606,454.55,62,15.93,22,5,3,387.34,534,298.01,0
2607,238.53,22,8.12,131,13,2,293.26,136,143.21,0
2608,411.9,91,28.05,164,7,7,184.17,199,351.61,1
2609,407.43,24,28.74,200,6,3,385.58,270,185.88,0
2610,570.01,95,30.72,159,6,5,365.22,223,460.43,1
2611,166.38,42,44.11,9,12,0,305.1,171,268.56,0
2612,357.05,1,26.92,11,9,0,548.67,347,286.64,0
2613,652.53,94,19.52,97,13,8,645.24,482,175.05,1
