,attrition,age,income,overtime
5907,1,40,4764,0
5908,1,58,2861,0
5909,1,34,4434,0
5910,1,47,2522,0
5911,1,53,5330,1
5912,0,44,6967,1
5913,1,35,4139,1
5914,1,34,5315,0
5915,1,37,2452,1
5916,1,56,6110,0
5917,1,35,4820,1
5918,0,51,3631,0
5919,1,56,4195,1
5920,0,58,5906,1
5921,0,31,3628,0
5922,1,41,4557,0
5923,1,26,4862,0
5924,1,39,2922,1
5925,1,55,3751,1
5926,1,47,2051,1
5927,0,59,6278,1
5928,0,31,6049,0
5929,1,31,5026,1
5930,0,47,5283,0
5931,1,34,4500,0
5932,0,32,4910,0
5933,1,54,2661,0
5934,1,30,6183,1
5935,1,41,4673,1
5936,1,31,2601,0
5937,1,40,4004,1
5938,1,32,3268,1
5939,1,27,2087,0
5940,0,27,5806,0
5941,0,27,5172,0
5942,1,39,5346,0
5943,1,49,4292,0
5944,1,39,5785,0
5945,0,38,6641,1
5946,1,26,4145,0
5947,0,40,5937,1
5948,1,35,2864,0
5949,1,49,3481,0
5950,1,50,2628,0
5951,0,51,6129,0
5952,1,44,4988,1
5953,0,34,6370,1
5954,0,57,4856,0
5955,0,25,5924,0
5956,0,56,5341,1
5957,1,42,3268,0
5958,0,30,6910,1
5959,1,48,4173,0
5960,1,27,3846,1
5961,0,52,3967,1
5962,0,31,6879,0
5963,1,42,3263,1
5964,0,30,6235,1
5965,1,40,4529,0
5966,0,41,6958,1
5967,1,34,3388,0
5968,0,26,6236,0
5969,1,51,5412,1
5970,1,37,3962,0
5971,0,34,6112,1
5972,0,37,3976,1
5973,0,37,5100,1
5974,1,40,3828,0
5975,1,53,3694,0
5976,0,35,6279,0
5977,1,50,4945,1
5978,1,48,4100,0
5979,1,30,4098,1
5980,0,53,3991,0
5981,0,59,3773,1
5982,1,51,2704,0
5983,1,25,2740,1
5984,1,49,3749,0
5985,0,55,5000,1
5986,1,53,2039,1
5987,1,33,2805,0
5988,1,52,3481,0
5989,1,48,2700,0
5990,1,59,3966,1
5991,1,59,3071,0
5992,0,58,4313,1
5993,1,43,5018,1
5994,1,41,4348,0
5995,1,25,2950,1
5996,1,56,5786,0
5997,1,53,5884,0
5998,1,38,3897,0
5999,1,49,2556,0
